surrogate_delta_eur,truth_delta_eur,fabrication_gap_eur,gap_frac_of_truth_cost,truth_mean_cost_eur,start
0.0,9.313225746154783e-10,-9.313225746154783e-10,-1.449215418006732e-16,6426391.570526007,0
-221.41398970596492,-220.98620847426355,-0.42778123170137405,-6.609405019015383e-08,6472310.75218782,3960
-12.234166950918734,-11.822965327650309,-0.41120162326842546,-6.3670531588533e-08,6458272.186665432,7944
1.862645149230957e-09,0.0,1.862645149230957e-09,2.888190597782057e-16,6449176.694437506,11904
-202.33539390843362,-202.41066477354616,0.0752708651125431,1.161153966696887e-08,6482418.978997654,15864
-1.743318896740675,-1.7771654454991221,0.03384654875844717,5.2828243386092245e-09,6406904.070438529,19848
0.0,-2.7939677238464355e-09,2.7939677238464355e-09,4.3558126211320285e-16,6414343.239402969,23808
-0.830687602981925,-0.8034152686595917,-0.027272334322333336,-4.249568012956475e-09,6417672.158483621,27792
-44.32907771971077,-44.43099235650152,0.10191463679075241,1.5700918460565228e-08,6490998.411763201,31752
121.60941604338586,122.61524065211415,-1.0058246087282896,-1.5613245316739458e-07,6442123.903926065,35712
-1.682593097910285,-1.6240784246474504,-0.05851467326283455,-9.135424432872788e-09,6405249.55274942,39696
-6.251923386007547,-6.565298040397465,0.31337465438991785,4.8887356754539974e-08,6410137.000520405,43656
