seed,year,aware_eur,blind_lagged_eur,blind_horizon_eur,saving_vs_lagged_pct,saving_vs_horizon_pct,surrogate,carbon_price_eur_per_t
1,2021,333716246.6360577,334232810.5120123,334239653.02354056,0.1545521144866963,0.1565961377556893,hard_volmatch,80.0
1,2022,337573827.9456359,337261960.43720025,337251753.0576047,-0.09247040728559655,-0.09549984102713675,hard_volmatch,80.0
1,2023,339103783.89475465,337544537.37948054,337580890.7201664,-0.46193800894521436,-0.4511194846780137,hard_volmatch,80.0
1,2024,332764943.58952737,335496563.425293,335502060.20740694,0.8142020317218317,0.8158270671087646,hard_volmatch,80.0
1,2025,328745984.3044507,328470797.305366,328456432.11913925,-0.08377822361751108,-0.08815543158747122,hard_volmatch,80.0
7,2021,334164521.1595989,334389028.67024064,334371258.9401075,0.06713961625312559,0.06182881302775734,hard_volmatch,80.0
7,2022,337062899.8659085,337335600.23527485,337348303.8470334,0.08083948719795742,0.08460216869929514,hard_volmatch,80.0
7,2023,334541817.9906468,337614354.38283736,337612105.20587665,0.9100727952776786,0.9094126566811344,hard_volmatch,80.0
7,2024,336635615.4396349,335456513.24931365,335430303.1214062,-0.35149181600327123,-0.35933316310794644,hard_volmatch,80.0
7,2025,328763695.2738329,328163776.0010485,328176476.43792385,-0.18281093668988474,-0.17893385969732778,hard_volmatch,80.0
42,2021,336579763.05714923,334605779.8806932,334620243.4150151,-0.5899429403639938,-0.5855950680496703,hard_volmatch,80.0
42,2022,335562859.5677186,337780737.7556725,337805326.88983285,0.6566029201932025,0.6638342097090602,hard_volmatch,80.0
42,2023,337300964.45505196,337566301.7100024,337516354.1231019,0.07860300438946378,0.06381606859007867,hard_volmatch,80.0
42,2024,335029424.99321973,335814060.8955997,335832066.55802166,0.23365189065859956,0.23900087118787958,hard_volmatch,80.0
42,2025,328233519.1484194,328288931.8208459,328262496.69670916,0.016879238699634754,0.008827553735615742,hard_volmatch,80.0
