time,m_dot,pinn_cost_eur,true_cost_eur,abs_error_eur,rel_error
2023-05-14 07:00:00+00:00,80.0,63555.87511113875,63555.87511104557,9.317591320723295e-08,1.4659384817150567e-12
2023-05-15 09:00:00+00:00,45.0,35788.0908312002,35788.09083437773,-3.177527105435729e-06,-8.878731083683533e-11
2023-05-16 11:00:00+00:00,55.0,43729.045575164404,43729.04557912253,-3.958128218073398e-06,-9.051481786315208e-11
2023-05-17 14:00:00+00:00,80.0,63563.066798909174,63563.06680264072,-3.731547622010112e-06,-5.870626207382657e-11
2023-05-18 16:00:00+00:00,10.0,7962.21061181749,7962.21061321818,-1.4006900528329425e-06,-1.7591728074251023e-10
2023-05-19 18:00:00+00:00,10.0,7963.173424089465,7963.173425325448,-1.2359832908259705e-06,-1.552123984893683e-10
2023-05-20 20:00:00+00:00,55.0,43731.42026401644,43731.42026796837,-3.951936378143728e-06,-9.036837944620402e-11
2023-05-21 22:00:00+00:00,65.0,51679.01433408796,51679.01433852471,-4.436747985891998e-06,-8.585199218202888e-11
2023-05-23 00:00:00+00:00,80.0,63604.77418837327,63604.77418929253,-9.192663128487766e-07,-1.4452772312267825e-11
2023-05-24 03:00:00+00:00,80.0,63642.83220416683,63642.83220535018,-1.1833544704131782e-06,-1.8593682149514734e-11
2023-05-25 05:00:00+00:00,75.0,59727.1457602131,59727.14576831131,-8.098213584162295e-06,-1.3558676403846448e-10
2023-05-26 07:00:00+00:00,80.0,63623.762752044975,63623.762753096,-1.0510266292840242e-06,-1.6519452472607554e-11
2023-05-27 09:00:00+00:00,80.0,63535.16418926639,63535.164189318675,-5.22850314155221e-08,-8.22897305852166e-13
2023-05-28 11:00:00+00:00,80.0,63683.11353926618,63683.11353895761,3.085733624175191e-07,4.845457368674033e-12
2023-05-29 13:00:00+00:00,80.0,63878.75057882814,63878.75057881123,1.6909325495362282e-08,2.646771690706373e-13
2023-05-30 16:00:00+00:00,80.0,64231.7968391638,64231.796833890985,5.272813723422587e-06,8.209033452999392e-11
2023-05-31 18:00:00+00:00,60.0,48269.616971891846,48269.61696952086,2.3709872039034963e-06,4.91195972784908e-11
2023-06-01 20:00:00+00:00,40.0,32202.7643280861,32202.76432945105,-1.3649478205479681e-06,-4.2386094634139226e-11
2023-06-02 22:00:00+00:00,50.0,40239.92021856981,40239.92022005246,-1.4826509868726134e-06,-3.684530458514246e-11
