aware,lagged,horizon,annual,constant,saving_vs_lagged_pct,saving_vs_horizon_pct,saving_vs_constant_pct,year
333890794.95034766,340677618.3059344,340677618.3059344,340660870.9929852,335873781.8719999,1.9921541630281334,1.9921541630281334,0.5903964610158126,2021
340941644.6573511,339435717.9511809,339417014.03319794,339355239.801345,337327976.07867295,-0.4436559344019271,-0.44919098369182375,-1.0712626390155489,2022
320947778.3939224,328052011.36855745,328033390.37320197,328064090.47184175,330509325.63512635,2.1655812884663748,2.1600276640186875,2.8929735107564447,2023
