seed,year,aware_eur,blind_lagged_eur,blind_horizon_eur,saving_vs_lagged_pct,saving_vs_horizon_pct,surrogate,carbon_price_eur_per_t
7,2021,623771478.0437481,680155802.1347836,680129600.2668211,8.289912974948354,8.286379860685845,hard,160.0
7,2022,673379388.7518635,675881069.2782924,675948183.987899,0.3701362029713658,0.38002842479438537,hard,160.0
7,2023,668884014.9776562,669755989.6214836,669807876.0183028,0.13019288477287388,0.13792925907925693,hard,160.0
7,2024,634679991.980317,656858005.5012571,656744570.5662732,3.376378659496694,3.3596895314918545,hard,160.0
7,2025,623322270.6708354,658684565.7261698,658656349.9026796,5.368623601548812,5.364569739146219,hard,160.0
1,2021,636056749.9730854,679897232.1845311,679919390.7026774,6.4481042334272844,6.451153082170692,hard,160.0
1,2022,672409731.9487438,675638982.3216141,675649508.578294,0.4779550110880303,0.4795055111291914,hard,160.0
1,2023,647685879.8539215,669506665.6666381,669615611.4951303,3.2592335419079523,3.274973173376835,hard,160.0
1,2024,619634419.0182627,657228638.0192341,657217618.5588244,5.720112731890893,5.718531956428034,hard,160.0
1,2025,633382459.2234468,659127293.9286476,659060258.9294983,3.905897228402097,3.8961232084846893,hard,160.0
19,2021,646934462.0136446,680628035.4564856,680748654.7499582,4.950365205018825,4.967206692275239,hard,160.0
19,2022,639878366.6416067,676782559.2259214,676717801.1550999,5.4528876492509415,5.443840024691443,hard,160.0
19,2023,670853558.5087829,668575235.5654858,668495688.7183492,-0.34077285877482527,-0.3527127893605704,hard,160.0
19,2024,643122649.384359,655799224.3626765,655779226.7171913,1.9329963359802596,1.930005833852154,hard,160.0
19,2025,619015650.3255178,659179201.8062398,659185959.0495273,6.092964002909759,6.093926633681734,hard,160.0
13,2021,670880635.5832652,680587512.0559646,680564908.0884702,1.426249571252963,1.4229755883837205,hard,160.0
13,2022,663923417.29368,676315018.1008714,676344460.7417576,1.8322232207688904,1.8364966624337138,hard,160.0
13,2023,651951680.5699518,669476086.338072,669486354.4341819,2.6176298340954776,2.6191234142553403,hard,160.0
13,2024,613667965.9619716,658302227.6091765,658079659.0559045,6.780208204567025,6.748680419274295,hard,160.0
13,2025,635602037.6494468,659059870.5806468,659123372.1192175,3.5592870964109866,3.5685784277600003,hard,160.0
53,2021,629269920.1421283,681258136.0524997,681250614.5528243,7.631206610113049,7.630186791804401,hard,160.0
53,2022,641860648.6950047,676228969.2378217,676190288.1278061,5.0823496339640055,5.076919919665092,hard,160.0
53,2023,657606155.3526584,669949178.881063,670058473.840698,1.8423820668038864,1.8583928081178285,hard,160.0
53,2024,625636354.1721104,657747322.1031365,657545208.4011085,4.881961028492187,4.8527240136975305,hard,160.0
53,2025,615861336.9309803,659356944.8420236,659436423.1637704,6.596670930866508,6.607928331245404,hard,160.0
42,2021,669303644.7986629,680646369.3264886,680659253.987875,1.6664636790833889,1.6683251013897722,hard,160.0
42,2022,680932548.890399,677045015.5239711,677034773.8714068,-0.5741912690132284,-0.5757126767217592,hard,160.0
42,2023,655031633.2612548,669686884.5567678,669443328.8858203,2.1883736464710086,2.1527879960431315,hard,160.0
42,2024,656765124.6166517,657561725.3779422,657706140.5324973,0.12114463639633123,0.1430754341268214,hard,160.0
42,2025,638475503.6744359,658807350.6719302,658706929.0860081,3.0861597061352612,3.071384938920322,hard,160.0
0,2021,645460342.7709243,680757857.2602035,680783739.5950965,5.185032256746692,5.188636973788639,hard,160.0
0,2022,676584187.787265,676490072.2785971,676549243.0001574,-0.013912326658515592,-0.005165150573907114,hard,160.0
0,2023,647636259.6904242,669962030.6414486,669850892.4973018,3.3323934685744536,3.31635488669101,hard,160.0
0,2024,636270525.2928119,657415130.6186192,657427954.6882641,3.216324714934767,3.218212618519482,hard,160.0
0,2025,614953134.6812019,659080220.9177461,659073144.4101491,6.695252692471747,6.694250873843943,hard,160.0
23,2021,621127231.4139853,680737209.5731422,680763948.4264231,8.756679864251213,8.76026369350012,hard,160.0
23,2022,662460324.7325838,676857801.5464412,676757845.5763292,2.1271050996181184,2.112649441332986,hard,160.0
23,2023,642791719.8406469,668972040.115987,668951114.5917093,3.913514871383999,3.910509180783508,hard,160.0
23,2024,631944537.9162906,656618527.1431402,656533206.0849253,3.7577357638997486,3.745228412019423,hard,160.0
23,2025,617060459.6584085,658785959.6768353,658775887.8962322,6.333696006347046,6.332263976910244,hard,160.0
37,2021,638767422.99655,680866552.8312212,680895091.2857536,6.183169030643679,6.187101189061705,hard,160.0
37,2022,672121446.7218306,676562345.4855494,676606418.6873496,0.6563916530902614,0.6628627576752852,hard,160.0
37,2023,646663013.025946,669410290.0207407,669463908.6919681,3.398106861203155,3.405843895389609,hard,160.0
37,2024,643709614.7610763,657566014.8478649,657515268.9620337,2.107225704174259,2.0996705099717743,hard,160.0
37,2025,626601094.2551526,658699325.1317232,658555998.5316372,4.872971574724439,4.852268348892655,hard,160.0
31,2021,662033981.3416724,680333893.850718,680362907.9474951,2.6898428366500067,2.6939926312439657,hard,160.0
31,2022,664679637.5807137,676739885.7677382,676755005.0349897,1.7821098535285143,1.7843041225312612,hard,160.0
31,2023,683030556.3434119,670146829.9590268,670175554.584788,-1.9225229171303888,-1.9181543806963186,hard,160.0
31,2024,632539827.2007539,658211825.7109493,658195272.9370972,3.9002639435209896,3.8978471574035627,hard,160.0
31,2025,612177415.8339561,658734022.4104939,658725981.8228962,7.06758797825167,7.0664536200812975,hard,160.0
