seed,year,aware_eur,blind_lagged_eur,blind_horizon_eur,saving_vs_lagged_pct,saving_vs_horizon_pct,surrogate,carbon_price_eur_per_t
7,2021,395527217.7232852,425367383.26994294,425345934.61454576,7.015151306916458,7.010462417674848,hard,100.0
7,2022,421146907.8799567,423150293.6640624,423192268.20933706,0.4734454434045932,0.48331703649381696,hard,100.0
7,2023,417428729.18850464,418928311.6101517,418959563.3491673,0.3579568102913418,0.3653894777875808,hard,100.0
7,2024,400464869.54289037,410791748.80596006,410717409.7587017,2.5138964677568665,2.496251673829635,hard,100.0
7,2025,707479664.8279511,730416553.3999366,730464299.921844,3.140247638860189,3.1465788398354544,hard,100.0
1,2021,400466890.599514,425206383.6965281,425220720.20359206,5.818231815322596,5.821407195826707,hard,100.0
1,2022,420579418.09915704,422996723.9645861,423001102.8115737,0.5714715335789277,0.5725008035015433,hard,100.0
1,2023,408855157.8267365,418772112.22022384,418849508.91668946,2.3681028664755512,2.3861436810090315,hard,100.0
1,2024,391600097.00699973,411026366.4867645,411018194.2896807,4.726283047438104,4.724388738128547,hard,100.0
1,2025,701943794.738852,731292229.6345195,731163519.0581256,4.013229418605337,3.996332360360925,hard,100.0
0,2021,407624177.2792903,425742951.8160242,425758130.8935552,4.255801407738515,4.259214868358819,hard,100.0
0,2022,424538583.1168154,423527113.4512,423563035.4680982,-0.2388205225807637,-0.23031935438819492,hard,100.0
0,2023,408052259.98403007,419057532.32890815,418990064.03894645,2.6261960460933333,2.610516332888428,hard,100.0
0,2024,398594099.92779595,411142090.95780504,411148611.74434614,3.051984047845122,3.0535216362001587,hard,100.0
0,2025,705616987.8472687,731288853.3242983,731287947.7315817,3.5104959360901242,3.5103764480110753,hard,100.0
42,2021,417894761.6048332,425673903.73276126,425678590.8628451,1.8274886150436498,1.8285695886735138,hard,100.0
42,2022,426661446.838478,423872538.19933254,423864699.91590446,-0.6579592655360859,-0.6598206746465196,hard,100.0
42,2023,409433911.0299756,418884967.19925386,418734662.3699943,2.2562414288748194,2.221156301553211,hard,100.0
42,2024,412844947.6704363,411232145.3768226,411326516.4875532,-0.39218779751176297,-0.36915470362803404,hard,100.0
42,2025,700065752.8414023,730872033.1261644,730738103.974041,4.215003295856624,4.197447890814835,hard,100.0
19,2021,405527768.547391,425663070.5427126,425741672.67029095,4.730338004104864,4.747927069510598,hard,100.0
19,2022,406016417.2369521,423710558.36740243,423669561.75386167,4.175997218154661,4.166724756867345,hard,100.0
19,2023,419532353.1974533,418190050.26688784,418143539.7576369,-0.32097916478615934,-0.3321379640640616,hard,100.0
19,2024,403185481.0782211,410131684.1978255,410117860.36896336,1.6936519140652233,1.6903383053119287,hard,100.0
19,2025,694468768.4744722,730901128.0875387,730909946.6526537,4.984581116791369,4.985727495578778,hard,100.0
53,2021,395377487.40847147,426055067.0960848,426044899.91245455,7.200379025346702,7.198164444706355,hard,100.0
53,2022,404441265.1839351,423367580.8980694,423337090.04708093,4.470421583529563,4.463541066303534,hard,100.0
53,2023,411777129.315414,419046910.7419112,419117553.87968916,1.734837136402273,1.7513999345353761,hard,100.0
53,2024,392556342.18805504,411349250.5413027,411218096.1919079,4.568601578468341,4.538164583871754,hard,100.0
53,2025,709277509.8141906,730629830.3196926,730702167.1603075,2.922453973191748,2.9320642950025055,hard,100.0
37,2021,401704153.0849555,425810216.5042169,425825868.42212075,5.661222414334126,5.664689988550298,hard,100.0
37,2022,422905317.65682775,423568919.8585787,423598440.73643076,0.15666923861469764,0.16362739163959478,hard,100.0
37,2023,408682033.2482868,418712060.00378233,418746363.1629434,2.3954473046238376,2.4034429430352775,hard,100.0
37,2024,404944245.11678994,411236006.3485534,411206371.43791187,1.5299636059666288,1.522867045864208,hard,100.0
37,2025,702792330.5198734,730554582.2876514,730469532.3053291,3.8001611982014536,3.788960464662735,hard,100.0
13,2021,418129518.6442616,425640215.6965032,425626410.6212341,1.7645647134050466,1.7613784741483114,hard,100.0
13,2022,419157346.7962942,423419208.4621345,423434364.27727985,1.0065347959341335,1.0100780290436935,hard,100.0
13,2023,407475552.64737606,418753755.67264324,418759822.9112796,2.6932780595963925,2.6946878966214234,hard,100.0
13,2024,386818105.5981075,411696036.6617242,411554498.7909685,6.0427910031249565,6.010478142148741,hard,100.0
13,2025,712692450.0209287,730961172.2996044,731009197.5039146,2.499273965702208,2.505679483312899,hard,100.0
23,2021,391188962.89376694,425728842.2447471,425748811.3431448,8.113117065045722,8.117426879090758,hard,100.0
23,2022,416401835.2753231,423759555.17688435,423703667.8150893,1.7362959281213195,1.7233347488870034,hard,100.0
23,2023,404729219.1137521,418440274.96806586,418423630.7823894,3.2767055836965304,3.272858094326743,hard,100.0
23,2024,401052025.543563,410644439.6251518,410594357.2505069,2.3359415484463977,2.324028944489857,hard,100.0
23,2025,698189730.0517777,731001750.8067569,730966678.0597063,4.4886377794262105,4.484055018066274,hard,100.0
31,2021,416671975.98495984,425478289.62554145,425493433.8300359,2.0697445334594966,2.0732300768241303,hard,100.0
31,2022,421026096.44990623,423683575.34123343,423685981.4675497,0.6272319830163058,0.6277963241621138,hard,100.0
31,2023,424083866.72188836,419172431.57841796,419184427.5438766,-1.1716980348579018,-1.1688027646253496,hard,100.0
31,2024,396024322.70576745,411638482.70585364,411630073.57261664,3.7931730525893688,3.7912076567690667,hard,100.0
31,2025,709337623.1694815,731436798.1014605,731324327.8596674,3.0213375905259663,3.006423258820524,hard,100.0
