seed,year,aware_eur,blind_lagged_eur,blind_horizon_eur,saving_vs_lagged_pct,saving_vs_horizon_pct,surrogate,carbon_price_eur_per_t
7,2021,318650095.86359036,340454120.8089676,340439182.3328557,6.404394487447458,6.400287510960363,soft,80.0
7,2022,337930095.89376026,338803675.272535,338793021.65707034,0.25784235607009026,0.25470588475802103,soft,80.0
7,2023,333796207.4469108,335287429.5920316,335392941.06893945,0.4447593358734853,0.4760784818367549,soft,80.0
7,2024,323778959.7431788,328770333.81358856,328732558.76570815,1.5181947873800143,1.5068781264407267,soft,80.0
7,2025,318118952.0851148,329612656.53151387,329603574.5873253,3.4870337102180398,3.484374378096363,soft,80.0
1,2021,321635329.75961524,340357383.6924502,340334891.90946704,5.500704503520449,5.494459308869834,soft,80.0
1,2022,336806930.77484375,338723401.20669776,338704192.099946,0.5657921551999681,0.5601528913295585,soft,80.0
1,2023,328812328.0843437,335165598.8086877,335222942.22894496,1.8955617005223908,1.9123434995159345,soft,80.0
1,2024,316475848.69197154,328901916.9921023,328909950.21903384,3.7780467848197925,3.7803968894166777,soft,80.0
1,2025,320638346.1076111,329830234.6407077,329791166.1987411,2.7868544383475053,2.775338162215728,soft,80.0
19,2021,325042408.9778785,340694161.76572347,340730331.862457,4.594077194257236,4.604204973131429,soft,80.0
19,2022,328043406.5161799,339177327.03506255,339130104.7862228,3.282625232119852,3.2691577991967447,soft,80.0
19,2023,335527296.10878646,334701483.64278525,334664179.7087322,-0.24673104433638313,-0.257905223321322,soft,80.0
19,2024,322064077.1314268,328190340.46901846,328184908.71357614,1.8666799665208227,1.8650557718031122,soft,80.0
19,2025,316716334.1935419,329858278.7096166,329847343.1026306,3.984118442467208,3.9809351761257243,soft,80.0
0,2021,327416257.36084765,340786213.8017017,340741625.0914889,3.9232679901288043,3.9106955973058453,soft,80.0
0,2022,340304779.24723583,339058081.0004509,339101200.52933145,-0.3676945976648961,-0.3549320132236695,soft,80.0
0,2023,328500163.3061105,335381830.15110064,335322038.1340141,2.0518901819725044,2.0344248370508864,soft,80.0
0,2024,319107920.0252964,329054586.30665994,329061246.1255932,3.0228012905110604,3.024763996820792,soft,80.0
0,2025,316875455.34477407,329837964.6577251,329843415.4556981,3.9299628004927527,3.931550397332627,soft,80.0
13,2021,334339076.5259695,340642005.2024604,340629388.958642,1.8503087053943217,1.8466734335234496,soft,80.0
13,2022,337577376.91187465,339017550.6402154,339040147.9106929,0.42480801528447676,0.4314447736742758,soft,80.0
13,2023,327096986.07681614,335174724.64799726,335154606.92239237,2.4100082664838207,2.4041504067530335,soft,80.0
13,2024,311925942.8555768,329473870.1555413,329362311.8359349,5.32604521617459,5.293978197798064,soft,80.0
13,2025,322430862.72767234,329787078.0840407,329827968.22751284,2.230595388729499,2.242716267996421,soft,80.0
42,2021,333859838.94146276,340663682.8434122,340679012.6648219,1.9972319459356302,2.0016418593029774,soft,80.0
42,2022,340890032.8274037,339330953.1857035,339331843.1197527,-0.4594569481691169,-0.4591934824994076,soft,80.0
42,2023,328144343.7144269,335285861.1595435,335139621.1200227,2.129978705460054,2.08727257678991,soft,80.0
42,2024,331135095.8314349,329138693.2367323,329176131.38604856,-0.6065536005718699,-0.5951113275248172,soft,80.0
42,2025,320486418.38596815,329687769.945035,329626192.5503201,2.7909289933930115,2.7727693887544085,soft,80.0
53,2021,317549676.72957593,341010527.10065585,340964251.300051,6.879802383389472,6.867164074004359,soft,80.0
53,2022,326416358.19892734,338935069.0869706,338915135.8732706,3.6935425188566096,3.687878277297375,soft,80.0
53,2023,330651081.4636225,335402726.9816761,335511260.85904914,1.4166985345689171,1.4485890527139205,soft,80.0
53,2024,315086642.69049346,329209048.9968253,329114735.53509665,4.289798943669985,4.262371547051934,soft,80.0
53,2025,314663527.65813875,329943342.0780566,329975059.9128341,4.631041900613042,4.640208947530772,soft,80.0
23,2021,314184978.3021006,340759108.0709347,340768529.7822025,7.798509016904183,7.801058242406479,soft,80.0
23,2022,334309138.8741788,339237615.88639843,339225519.0660589,1.4528097066541177,1.4492955027132433,soft,80.0
23,2023,325142769.78094065,334914196.75539416,334908489.5837786,2.91759115293345,2.915936772750885,soft,80.0
23,2024,322914597.0466145,328609006.6652921,328614284.7856242,1.7328830017363623,1.7344613435560003,soft,80.0
23,2025,316291868.26663965,329676367.5235205,329672315.43102664,4.059890418419504,4.058711192322249,soft,80.0
31,2021,334583568.38610345,340498709.1804526,340531507.31444955,1.7371991831000786,1.7466633191312082,soft,80.0
31,2022,339129983.89809424,339189040.55700207,339206135.7521036,0.01741113416012803,0.022450022562399245,soft,80.0
31,2023,338688134.53205407,335462133.3159955,335469469.8220919,-0.9616588269352456,-0.9594508590212785,soft,80.0
31,2024,317849610.0854009,329436510.6854718,329451132.99391145,3.5171877506720683,3.521470028978462,soft,80.0
31,2025,313827264.87852806,329656672.09908503,329631098.6832555,4.80178578512105,4.79440012421687,soft,80.0
37,2021,323168115.8971133,340832208.2244339,340848108.24351734,5.182635883897739,5.187058962279066,soft,80.0
37,2022,339176001.33013225,339129003.1139183,339152362.0212629,-0.013858506875672383,-0.006970114767438898,soft,80.0
37,2023,328697887.0974539,335066777.0750777,335128242.22030944,1.900782295762124,1.918774460860957,soft,80.0
37,2024,326250198.95180047,329146682.6398791,329096322.8351935,0.8799978370882438,0.8648300469824286,soft,80.0
37,2025,321417242.51854706,329632856.11168295,329589538.2533075,2.492352761810965,2.4795373597324586,soft,80.0
